ISBN,title,author,year,total_ratings,average_rating
0889740224,Daughters of Copper Woman,Anne Cameron,1988,6,9.17
0375502912,Seabiscuit: An American Legend,LAURA HILLENBRAND,2001,6,9.17
0060572965,Dead Witch Walking,Kim Harrison,2004,6,9.17
0380761483,So Worthy My Love,Kathleen E. Woodiwiss,1990,6,9.17
2266022504,Si c'est un homme,Primo Levi,1988,6,9.17
0671683063,Book of Virtues,William J. Bennett,1993,6,9.17
0553572989,Rise of Endymion,DAN SIMMONS,1998,6,9.17
0446522252,Reason for Hope : A Spiritual Journey,Jane Goodall,1999,6,9.17
0886777739,"Oathblood (Vows and Honor, Book 3)",Mercedes Lackey,1998,6,9.17
0786927089,Dragons of Summer Flame,Margaret Weis,2002,6,9.17
0060529148,"Give Me a Break : How I Exposed Hucksters, Cheats, and Scam Artists and Became the Scourge of the Liberal Media...",John Stossel,2004,6,9.17
0743400526,She Said Yes : The Unlikely Martyrdom of Cassie Bernall,Misty Bernall,2000,6,9.17
0517093650,Ain't I A Woman!: A Book of Women's Poetry from Around the World,Illona Linthwaite,1993,6,9.17
0440220459,Drop Shot (Myron Bolitar Mysteries (Paperback)),HARLAN COBEN,1996,6,9.17
0618260250,The Lord of the Rings,J. R. R. Tolkien,2002,6,9.17
0836214439,Dave Barry's Book of Bad Songs,Dave Barry,1997,6,9.17
0679736395,Darkness Visible: A Memoir of Madness,William Styron,1992,6,9.17
0385247745,The Power of Myth (Illustrated Edition),Joseph Campbell,1988,6,9.17
0743411323,Never Change,Elizabeth Berg,2001,6,9.17
0670032573,"Wizard and Glass (The Dark Tower, Book 4)",Stephen King,2003,6,9.17
0374516812,The Lottery and Other Stories,Shirley Jackson,1992,6,9.17
038081790X,Born in Sin: A MacAllisters Novel,Kinley MacGregor,2003,6,9.17
0140150749,Portable Dorothy Parker (Viking Portable Library),Dorothy Parker,1991,6,9.17
0345296087,The Return of the King (Lord of the Rings (Paperback)),J. R. R. Tolkien,1981,6,9.17
0439420105,Harry Potter and the Chamber of Secrets (Book 2),J. K. Rowling,2002,6,9.17
1551667894,Four Seasons,Mary Alice Monroe,2001,6,9.17
0446531421,Still Life With Crows,Lincoln Child,2003,6,9.17
0380818337,The Lady Is Tempted,Cathy Maxwell,2002,6,9.17
0740728946,Groovitude: A Get Fuzzy Treasury,Darby Conley,2002,6,9.17
0894718207,Nostalgic Barbie: A Postcard Book,Running Press,1990,6,9.17
0681403225,More Than Complete Hitchhiker's Guide: Complete &amp; Unabridged,Douglas Adams,1987,6,9.17
0394178009,A confederacy of dunces,John Kennedy Toole,1981,6,9.17
0590353403,Harry Potter and the Sorcerer's Stone (Book 1),J. K. Rowling,1998,96,9.16
0553213156,Anne of Ingleside (Anne of Green Gables Novels (Paperback)),L.M. MONTGOMERY,1984,13,9.15
0451519841,1984,George Orwell,1980,14,9.14
0394800133,One Fish Two Fish Red Fish Blue Fish (I Can Read It All by Myself Beginner Books),DR SEUSS,1960,14,9.14
067973743X,Bury Me Standing: The Gypsies and Their Journey (Vintage Departures),Isabel Fonseca,1996,7,9.14
1591820073,Chobits (Chobits),Clamp,2003,7,9.14
1558743324,A 2nd Helping of Chicken Soup for the Soul: 101 More Stories to Open the Heart and Rekindle the Spirit,Jack Canfield,1994,7,9.14
0399151877,Blowout,Catherine Coulter,2004,7,9.14
0520204956,Geisha,Liza Crihfield Dalby,1998,7,9.14
0375757147,Shrub : The Short but Happy Political Life of George W. Bush,Molly Ivins,2000,7,9.14
0345345053,A Sand County Almanac (Outdoor Essays &amp; Reflections),Aldo Leopold,1990,7,9.14
0671204971,TIME AND AGAIN,Jack Finney,1970,7,9.14
1401300316,The Center of Everything,Laura Moriarty,2003,7,9.14
0156005204,Baltasar and Blimunda,Jose Saramago,1998,7,9.14
0385311400,Drums of Autumn,DIANA GABALDON,1996,7,9.14
0967673747,Princess: A True Story of Life Behind the Veil in Saudi Arabia,Jean Sasson,2001,7,9.14
0446359408,Sybil,Flora Rheta Schreiber,1989,7,9.14
1563895730,Sandman: The Dream Hunters,Neil Gaiman,1999,7,9.14
0151446474,The Name of the Rose,Umberto Eco,1983,7,9.14
0445406488,The Curse of the Pharaohs,Elizabeth Peters,1988,7,9.14
0156013924,El principito (Spanish),Antoine de Saint-ExupÃ©ry,2001,8,9.13
0743407075,Grand Avenue,Joy Fielding,2001,8,9.13
0517542099,The Hitchhiker's Guide to the Galaxy,Douglas Adams,1989,8,9.13
0751503894,The Physician,Noah Gordon,2001,8,9.13
1559360615,Angels in America: Millennium Approaches (Angels in America),Tony Kushner,1993,8,9.13
0671601075,"Life, the Universe and Everything",Douglas Adams,1983,8,9.13
0451628047,Inferno (Mentor),Dante Alighieri,1993,8,9.13
0449206440,The Crystal Cave,Mary Stewart,1989,8,9.13
0688116752,Princess: A True Story of Life Behind the Veil in Saudi Arabia,Jean Sasson,1992,8,9.13
0399138250,Without Remorse,Tom Clancy,1993,8,9.13
014011369X,"And the Band Played on: Politics, People, and the AIDS Epidemic",Randy Shilts,1995,8,9.13
0345453743,The Ultimate Hitchhiker's Guide to the Galaxy,DOUGLAS ADAMS,2002,8,9.13
0684847817,Good Faeries Bad Faeries,Brian Froud,1998,8,9.13
0671776096,"Whitney, My Love",Judith McNaught,2000,8,9.13
0446533041,Good Grief : A Novel,Lolly Winston,2004,8,9.13
0446365386,Gone with the Wind,Margaret Mitchell,1993,33,9.12
043935806X,Harry Potter and the Order of the Phoenix (Book 5),J. K. Rowling,2003,177,9.11
0441172717,Dune (Remembering Tomorrow),Frank Herbert,1996,53,9.11
0452284694,"The Gunslinger (The Dark Tower, Book 1)",Stephen King,2003,9,9.11
0553211285,The Adventures of Tom Sawyer (Adventures of Tom Sawyer),MARK TWAIN,1995,9,9.11
1558748865,"Chicken Soup for the Gardener's Soul, 101 Stories to Sow Seeds of Love, Hope and Laughter (Chicken Soup for the Soul)",Jack Canfield,2001,9,9.11
0449702766,Dicey's Song,Cynthia Voigt,1995,9,9.11
1551669455,Deadly Grace,Taylor Smith,2003,9,9.11
0451171357,The Agony and the Ecstasy: A Biographical Novel of Michelangelo,Irving Stone,1996,9,9.11
0060930934,Wasted : A Memoir of Anorexia and Bulimia,Marya Hornbacher,1999,9,9.11
0380752999,Defy Not The Heart,Johanna Lindsey,1989,9,9.11
0671496174,Robert Frost's Poems,Robert Frost,1991,9,9.11
0385199570,The Stand (The Complete and Uncut Edition),Stephen King,1990,29,9.1
0684196395,ONE FOR THE MONEY : A Stephanie Plum Novel,Janet Evanovich,1994,10,9.1
067974388X,The Tightwad Gazette: Promoting Thrift As a Viable Alternative Lifestyle,Amy Dacyczyn,1993,10,9.1
0553802526,The Killing Hour,LISA GARDNER,2003,10,9.1
0439136369,Harry Potter and the Prisoner of Azkaban (Book 3),J. K. Rowling,2001,102,9.09
0836218787,Scientific Progress Goes 'Boink':  A Calvin and Hobbes Collection,Bill Watterson,1991,23,9.09
0765345048,Kushiel's Chosen (Kushiel's Legacy),Jacqueline Carey,2003,11,9.09
0380818191,"Truth, The",Terry Pratchett,2001,11,9.09
055321313X,Anne of Green Gables (Anne of Green Gables Novels (Paperback)),L.M. MONTGOMERY,1982,40,9.08
0618002227,"The Fellowship of the Ring (The Lord of the Rings, Part 1)",J. R. R. Tolkien,1999,36,9.08
0440217563,Voyager,DIANA GABALDON,1994,26,9.08
0385729340,The Second Summer of the Sisterhood,ANN BRASHARES,2003,24,9.08
0836217012,Cows Of Our Planet (Far Side Series),Gary Larson,1992,13,9.08
0064404994,"The Lion, the Witch and the Wardrobe (rpkg) (Narnia)",C. S. Lewis,1994,12,9.08
0671434225,CONTACT,Carl Sagan,1986,12,9.08
044100069X,Deerskin,Robin McKinley,1994,15,9.07
1563890119,"Preludes and Nocturnes (Sandman, Book 1)",Neil Gaiman,1993,15,9.07
0345458915,The Sinner,TESS GERRITSEN,2003,15,9.07
006440188X,The Secret Garden,Frances Hodgson Burnett,1998,15,9.07
0891075275,Piercing the Darkness,Frank E. Peretti,1989,14,9.07
0062502174,The Alchemist: A Fable About Following Your Dream,Paulo Coelho,1993,14,9.07
0449215296,Family: The Ties That Bind and Gag,Erma Bombeck,1991,14,9.07
0446310492,To Kill a Mockingbird,Harper Lee,1985,14,9.07
193156146X,The Time Traveler's Wife,Audrey Niffenegger,2003,18,9.06
0811802981,The Golden Mean: In Which the Extraordinary Correspondence of Griffin &amp; Sabine Concludes,Nick Bantock,1993,18,9.06
0743455967,On Writing,Stephen King,2002,16,9.06
0439139600,Harry Potter and the Goblet of Fire (Book 4),J. K. Rowling,2002,83,9.04
0446532452,The Wedding,Nicholas Sparks,2003,27,9.04
0345339703,"The Fellowship of the Ring (The Lord of the Rings, Part 1)",J.R.R. TOLKIEN,1986,94,9.03
0446310786,To Kill a Mockingbird,Harper Lee,1988,154,9.02
0064400557,Charlotte's Web (Trophy Newbery),E. B. White,1974,52,9.02
059035342X,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),J. K. Rowling,1999,219,9.01
0345339681,The Hobbit : The Enchanting Prelude to The Lord of the Rings,J.R.R. TOLKIEN,1986,101,9.01
0812550706,Ender's Game (Ender Wiggins Saga (Paperback)),Orson Scott Card,1994,78,9.0
0440498058,A Wrinkle In Time,MADELEINE L'ENGLE,1998,59,9.0
0811801802,Sabine's Notebook: In Which the Extraordinary Correspondence of Griffin &amp; Sabine Continues,Nick Bantock,1992,24,9.0
0440237688,The Giver (Readers Circle),LOIS LOWRY,2002,20,9.0
0440418321,"The Golden Compass (His Dark Materials, Book 1)",PHILIP PULLMAN,2001,19,9.0
0140386335,The Neverending Story,Michael Ende,1996,18,9.0
0425188809,Watchers,Dean R. Koontz,2003,17,9.0
0394404289,The Prophet,Kahlil Gibran,1973,15,9.0
0064408663,"The Hostile Hospital (A Series of Unfortunate Events, Book 8)",Lemony Snicket,2001,13,9.0
0515134481,Circus of the Damned (Anita Blake Vampire Hunter (Paperback)),Laurell K. Hamilton,1995,12,9.0
038039586X,Watership Down,Richard George Adams,1975,12,9.0
2226135022,Oscar et la dame rose,Eric-Emmanuel Schmitt,2002,12,9.0
0440237556,The Dark Highlander,Karen Marie Moning,2002,11,9.0
0345424603,The Masterharper of Pern (Dragonriders of Pern (Paperback)),Anne McCaffrey,1999,11,9.0
015668568X,"Old Possum's Book of Practical Cats, Illustrated Edition",T.S. Eliot,1982,11,9.0
0440431808,From the Mixed-Up Files of Mrs. Basil E. Frankweiler,E. L. Konigsburg,1977,10,9.0
3423071516,Der Kleine Hobbit,J. R. R. Tolkien,2002,10,9.0
0152050167,The Whale Rider,Witi Ihimaera,2003,10,9.0
044990928X,Operating Instructions: A Journal of My Son's First Year,Anne Lamott,1994,10,9.0
0345272587,The Fellowship of the Ring,J. R. R. Tolkien,1977,10,9.0
0312421036,Eva Moves the Furniture: A Novel,Margot Livesey,2002,10,9.0
0880381744,Dragons of Winter Night,Margaret Weis,1985,10,9.0
0684859777,Eat Mangoes Naked : Finding Pleasure Everywhere (and dancing with the Pits),Sark,2001,10,9.0
0140075623,Stones for Ibarra (Penguin Contemporary American Fiction Series),Harriet Doerr,1988,9,9.0
0373790481,"My Sexiest Mistake (Blaze, 44)",Kristin Hardy,2002,9,9.0
0440226198,The Gift of Fear,GAVIN DE BECKER,1998,9,9.0
0890876517,Creative Companion: How to Free Your Creative Spirit,Sark,1991,9,9.0
0316779059,The Baby Book: Everything You Need to Know About Your Baby from Birth to Age Two,Martha Sears,1993,9,9.0
0671701606,The RESTAURANT AT THE END OF THE UNIVERSE (Hitchhiker's Trilogy (Paperback)),Douglas Adams,1990,9,9.0
0140430164,Mansfield Park (Penguin Classics),Jane Austen,1988,9,9.0
0140157379,Haroun and the Sea of Stories,Salman Rushdie,1991,9,9.0
1880418592,"Song of Susannah (The Dark Tower, Book 6)",Stephen King,2004,9,9.0
0765342294,Ender's Game (Ender Wiggins Saga (Paperback)),Orson Scott Card,2002,9,9.0
0684822652,THREE TO GET DEADLY : A Stephanie Plum Novel,Janet Evanovich,1997,9,9.0
0312169787,The Red Tent : A Novel,Anita Diamant,1997,9,9.0
034543014X,The Princess Bride: S. Morgenstern's Classic Tale of True Love and High Adventure (The 'Good Parts' Version),William Goldman,1998,9,9.0
0671729454,If There Be Thorns (Dollanganger),V.C. Andrews,1990,9,9.0
0671690094,ANNE FRANK: DIARY OF A YOUNG GIRL,Anne Frank,1989,9,9.0
0316150460,Cats and Their Women,Louise Taylor,1992,8,9.0
0486275639,Civil Disobedience and Other Essays (Dover Thrift Editions),Henry David Thoreau,1993,8,9.0
0141301104,The Witches (Puffin Novels),Roald Dahl,1998,8,9.0
0684859300,Change Your Life Without Getting Out of Bed : The Ultimate Nap Book,Sark,1999,8,9.0
0895297272,"Prescription for Nutritional Healing: A Practical A-Z Reference to Drug-Free Remedies Using Vitamins, Minerals, Herbs &amp; Food Supplements","James F., Md. Balch",1996,8,9.0
0805063196,Complications: A Surgeon's Notes on an Imperfect Science,Atul Gawande,2002,8,9.0
0394800206,"Go, Dog, Go (I Can Read It All by Myself Beginner Books)",Philip D. Eastman,1961,8,9.0
0725107251,From strength to strength: An autobiography,Sara Henderson,1993,8,9.0
037582345X,"The Golden Compass (His Dark Materials, Book 1)",PHILIP PULLMAN,2002,8,9.0
0140074317,The Neverending Story,Michael Ende,1984,8,9.0
068816112X,Replay,Ken Grimwood,1998,8,9.0
0836211499,Beyond The Far Side,Gary Larson,1983,8,9.0
0140434003,Jane Eyre (Penguin Classics),Charlotte Bronte,1996,8,9.0
0440406498,The Black Cauldron (Chronicles of Prydain (Paperback)),LLOYD ALEXANDER,1985,7,9.0
0679801111,In the Hand of the Goddess (Song of the Lioness (Paperback)),Tamora Pierce,1997,7,9.0
0399149783,Monkeewrench,P. J. Tracy,2003,7,9.0
0151731527,Possessing the Secret of Joy,Alice Walker,1992,7,9.0
0553258478,Exodus,Leon Uris,1983,7,9.0
0553213377,The Three Musketeers (Bantam Classics),ALEXANDRE DUMAS,1984,7,9.0
034541215X,Bimbos of the Death Sun,SHARYN MCCRUMB,1996,7,9.0
1590521986,Sisterchicks on the Loose (Sisterchicks),Robin Jones Gunn,2003,7,9.0
0345418794,Dragonseye,Anne McCaffrey,1998,7,9.0
0312871996,The Light of Other Days,Arthur C. Clarke,2000,7,9.0
3518380796,Dshamilja. ErzÃ?Â¤hlung.,Tschingis Aitmatow,1988,7,9.0
0553211161,Leaves of Grass (Bantam Classics),WALT WHITMAN,1983,7,9.0
0380977311,"Exit Wounds : A Novel of Suspense (Jance, Ja)",J. A. Jance,2003,7,9.0
0380003821,Dispossessed,Ursula K. Le Guin,1985,7,9.0
0486278077,The Picture of Dorian Gray (Dover Thrift Editions),Oscar Wilde,1993,7,9.0
0064471195,The Chronicles of Narnia Boxed Set,C. S. Lewis,1994,7,9.0
0140318909,Boy: Tales of Childhood (Puffin Story Books),Roald Dahl,1991,7,9.0
0553246895,The Heart of a Woman,Maya Angelou,1984,7,9.0
0439531640,Inkheart,Cornelia Funke,2003,7,9.0
0451092163,The Shining (Signet Book),Stephen King,1978,7,9.0
0448060191,Little Women (Illustrated Junior Library),Louisa May Alcott,1983,7,9.0
0385495641,Ghost Soldiers: The Forgotten Epic Story of World War II's Most Dramatic Mission,HAMPTON SIDES,2001,7,9.0
0061059064,Jingo: A Novel of Discworld,Terry Pratchett,1999,7,9.0
0553577239,"The Bone Doll's Twin (Tamir Trilogy, Book 1)",Lynn Flewelling,2001,7,9.0
0590433466,The Secret Garden,Frances H. Burnett,1997,7,9.0
0061020621,Reaper Man,Terry Pratchett,2002,7,9.0
0151004374,"The Iron Tonic: Or, A Winter Afternoon in Lonely Valley",Edward Gorey,2000,7,9.0
0345368940,The Dolphins of Pern,Anne McCaffrey,1994,7,9.0
0345448820,The Nine Emotional Lives of Cats : A Journey Into the Feline Heart,JEFFREY MOUSSAIEFF MASSON,2002,6,9.0
0691017840,The Hero with a Thousand Faces (Mythos Books),Joseph Campbell,1972,6,9.0
078601539X,Eve: The Sorority (Sorority Trilogy),Tamara Thorne,2003,6,9.0
2253150908,L'Alchimiste,Paulo Coelho,2002,6,9.0
0140315977,The B. F. G.: Dahl (Puffin Books),Roald Dahl,1995,6,9.0
0060558121,American Gods : A Novel,Neil Gaiman,2003,6,9.0
0451456726,"Heir to the Shadows (The Black Jewels Trilogy, Book 2)",Anne Bishop,1999,6,9.0
0440225078,Ghost Moon,Karen Robards,2001,6,9.0
1576737535,The Truth Seeker (O'Malley #3),Dee Henderson,2001,6,9.0
1563891387,"Brief Lives (Sandman, Book 7)",Neil Gaiman,1995,6,9.0
0060264306,Little House in the Big Woods (Little House),Laura Ingalls Wilder,1953,6,9.0
0812523016,Dracula (Tor Classics),Bram Stoker,1992,6,9.0
0553212281,The Tell-Tale Heart (Bantam Classics),EDGAR ALLAN POE,1983,6,9.0
0609807919,Second Helpings : A Novel,MEGAN MCCAFFERTY,2003,6,9.0
1591822580,Chobits (Chobits),Clamp,2003,6,9.0
1573225320,The Holy Man,Susan Trott,1996,6,9.0
0785268839,Wild at Heart: Discovering the Secret of a Man's Soul,John Eldredge,2001,6,9.0
0060514957,"Killer Smile (Scottoline, Lisa)",Lisa Scottoline,2004,6,9.0
0515133620,Tapestry,Lynn Kurland,2002,6,9.0
1563890895,"A Game of You (Sandman, Book 5)",Neil Gaiman,1993,6,9.0
0486270521,Sonnets from the Portuguese and Other Poems (Dover Thrift Editions),Elizabeth Barrett Browning,1992,6,9.0
0316346624,The Tipping Point: How Little Things Can Make a Big Difference,Malcolm Gladwell,2002,6,9.0
0738841943,BLACK MOON,S. J. Gaither,2001,6,9.0
2253149101,La grammaire est une chanson douce,Erik Orsenna,2003,6,9.0
0440411254,The Castle of Llyr (Chronicles of Prydain (Paperback)),LLOYD ALEXANDER,1969,6,9.0
1572460733,The Law,Frederic Bastiat,1998,6,9.0
0393050297,The Stranger Beside Me: The Twentieth Anniversary Edition,Ann Rule,2000,6,9.0
0451523415,Little Women (Signet Classic),Louisa May Alcott,1988,6,9.0
0886776120,"Winds of Fury (The Mage Winds, Book 3)",Mercedes Lackey,1994,6,9.0
0440236525,The Highlander's Touch,Karen Marie Moning,2000,6,9.0
1580621805,Small Miracles of Love &amp; Friendship: Remarkable Coincidences of Warmth and Devotion,Yitta Halberstam,1999,6,9.0
1558532331,Postcards From Life's Little Instruction Book,"H. Jackson, Jr. Brown",1993,6,9.0
0064472809,"Princess in Love (The Princess Diaries, Vol. 3)",Meg Cabot,2003,6,9.0
0064400964,Betsy-Tacy (Betsy-Tacy),Maud Hart Lovelace,2000,6,9.0
0060198303,"The Burglar on the Prowl (Block, Lawrence)",Lawrence Block,2004,6,9.0
038547802X,Rants,DENNIS MILLER,1997,6,9.0
3257230478,Die Physiker,Friedrich Duerrenmatt,2001,6,9.0
0764228072,The Betrayal,Beverly Lewis,2003,6,9.0
0380432811,Bridge to Terabithia,Katherine Paterson,1979,6,9.0
0553575430,"Stalking Darkness (Nightrunner, Vol. 2)",Lynn Flewelling,1997,6,9.0
0679722769,Ulysses (Vintage International),James Joyce,1990,6,9.0
0312984839,Dance With The Devil: A Dark-Hunter Novel,Sherrilyn Kenyon,2003,6,9.0
055321246X,Walden and Other Writings,HENRY DAVID THOREAU,1983,6,9.0
2070419878,Novecento : Pianiste,Alessandro Baricco,2002,6,9.0
0425129608,Evil Under the Sun (Hercule Poirot Mysteries (Paperback)),Agatha Christie,2004,5,9.0
0842335714,The Last Sin Eater,Francine Rivers,1999,5,9.0
0553289993,The Wizard of Seattle,KAY HOOPER,1993,5,9.0
0060924799,"More Tales of the City (Maupin, Armistead. Tales of the City Series, V. 2.)",Armistead Maupin,1994,5,9.0
0395137195,Bronze Bow,Elizabeth George Speare,1997,5,9.0
0590481371,I Spy Spooky Night: A Book of Picture Riddles (I Spy Books),Walter Wick,1996,5,9.0
8466304630,Rayuela,Julio Cortazar,2001,5,9.0
0345332636,A Short History of a Small Place,T.R. Pearson,1991,5,9.0
0395291305,The Languages of Tolkien's Middle-Earth,Ruth S. Noel,1980,5,9.0
0385260156,Black-Eyed Susans/Midnight Birds: Stories by and About Black Women,Mary Helen Washington,1990,5,9.0
0446315176,An Unsuitable Job for a Woman,P. D. James,1992,5,9.0
0425194582,The Wishing Chalice (Berkley Sensation),Sandra Landry,2004,5,9.0
0515138096,Mind Game,Christine Feehan,2004,5,9.0
0446530220,The Cabinet of Curiosities,Douglas Preston,2002,5,9.0
0061097632,The Eleventh Plague,John S. Marr,1999,5,9.0
0394700058,Sound and the Fury,William Faulkner,1954,5,9.0
0316235024,The Gift of Fear : Survival Signals That Protect Us from Violence,Gavin De Becker,1997,5,9.0
2253049417,"Bilbo, Le Hobbit",J. R. R. Tolkien,2002,5,9.0
039308700X,Helter Skelter: The True Story of the Manson Murders,Vincent Bugliosi,1994,5,9.0
0515136298,When a Texan Gambles,Jodi Thomas,2003,5,9.0
0812555112,Faun &amp; Games (Xanth),Piers Anthony,1998,5,9.0
0374148600,Ex Libris: Confessions of a Common Reader,Anne Fadiman,1998,5,9.0
0060185708,The Reluctant Suitor,Kathleen E. Woodiwiss,2003,5,9.0
0156029987,Vernon God Little,DBC Pierre,2004,5,9.0
0060987464,The Long Hard Road Out of Hell,Marilyn Manson,1999,5,9.0
0060931396,"Alas, Babylon (Perennial Classics)",Pat Frank,1999,5,9.0
0449211827,Plague Dogs,RICHARD ADAMS,1986,5,9.0
0399151079,The Cat Who Talked Turkey,Lilian Jackson Braun,2004,5,9.0
